event1,event2,shared_students,week,day,start1,end1,start2,end2
E:KRZV13S7QH,E:X667OIMGU6,10,18,Tuesday,1,2,0,2
E:P26CNDABEP,E:YOEPEEVGCJ,11,10,Monday,4,6,5,6
E:72USLL8GWM,E:LBV1YVFCY4,46,32,Wednesday,0,8,0,8
E:L6DJQ3ZOGY,E:L6DJQ3ZOGY-00001,46,12,Monday,0,8,0,8
E:L6DJQ3ZOGY,E:L6DJQ3ZOGY-00002,46,12,Monday,0,8,0,8
E:L6DJQ3ZOGY,E:L6DJQ3ZOGY-00003,46,12,Monday,0,8,0,8
E:L6DJQ3ZOGY,E:L6DJQ3ZOGY-00004,46,12,Monday,0,8,0,8
E:L6DJQ3ZOGY-00001,E:L6DJQ3ZOGY-00002,46,12,Monday,0,8,0,8
E:L6DJQ3ZOGY-00001,E:L6DJQ3ZOGY-00003,46,12,Monday,0,8,0,8
E:L6DJQ3ZOGY-00001,E:L6DJQ3ZOGY-00004,46,12,Monday,0,8,0,8
E:L6DJQ3ZOGY-00002,E:L6DJQ3ZOGY-00003,46,12,Monday,0,8,0,8
E:L6DJQ3ZOGY-00002,E:L6DJQ3ZOGY-00004,46,12,Monday,0,8,0,8
E:L6DJQ3ZOGY-00003,E:L6DJQ3ZOGY-00004,46,12,Monday,0,8,0,8
E:L6DJQ3ZOGY-00005-00001,E:L6DJQ3ZOGY-00005-00004,46,14,Tuesday,1,9,1,9
E:L6DJQ3ZOGY-00005-00002,E:L6DJQ3ZOGY-00005-00003,46,13,Friday,1,9,1,9
E:L6DJQ3ZOGY-00005-00004,E:RBN6XBAYXX,46,13,Tuesday,1,9,0,8
E:L6DJQ3ZOGY-00005-00009,E:S87GC5RBQW_6,7,32,Thursday,0,8,0,2
E:QZWEKCU6F5,E:YV9DP2KGT5,1,32,Wednesday,3,5,3,5
E:89KZDKRDHK,E:EMEU33M8WH,5,6,Thursday,5,8,1,9
E:89KZDKRDHK-00001,E:Q8G9X778GU-00001-00001,11,36,Tuesday,0,3,0,8
E:89KZDKRDHK-00001,E:Q8G9X778GU-00001-00002,11,35,Tuesday,0,3,0,7
E:EMEU33M8WH,E:NAEJH3ZNIB,2,5,Thursday,1,9,5,7
E:NAEJH3ZNIB-00001,E:Q8G9X778GU-00001-00001,1,36,Tuesday,0,2,0,8
E:NAEJH3ZNIB-00001,E:Q8G9X778GU-00001-00002,1,35,Tuesday,0,2,0,7
E:Q8G9X778GU,E:SZVA7X5UQI,4,9,Tuesday,2,9,1,6
E:2KZVPRINWD,E:2YIOSPXNEU-00002,20,12,Tuesday,1,4,1,3
E:2KZVPRINWD-00001,E:PMXXSWJCB8-00001-00001,20,37,Wednesday,3,6,3,6
E:2KZVPRINWD-00001,E:WVTC1JMPSX-00002,20,37,Wednesday,3,6,3,5
E:2KZVPRINWD-00001,E:WVTC1JMPSX-00004,20,37,Wednesday,3,6,5,8
E:2YIOSPXNEU,E:CUWPO7HRAY,20,35,Thursday,4,6,4,6
E:2YIOSPXNEU,E:N2B1W9AHAM-00002-00030,20,35,Thursday,4,6,5,6
E:2YIOSPXNEU-00002-00001,E:J38K97F7RO-00009,20,10,Thursday,4,7,5,6
E:3YI78189P7,E:KUD2AHUU2X-00001,20,11,Friday,2,3,2,4
E:4CGJHEEW6G,E:AP9UXGBS5M-00002,20,13,Tuesday,4,7,4,7
E:4CGJHEEW6G,E:N2B1W9AHAM-00002-00011,20,13,Tuesday,4,7,4,5
E:4CGJHEEW6G,E:N2B1W9AHAM-00002-00021,20,13,Tuesday,4,7,4,5
E:4CGJHEEW6G,E:WO9ZFP8QUR,20,13,Tuesday,4,7,5,7
E:4JKCRG6OPI-00001-00002,E:AP9UXGBS5M-00003,19,12,Thursday,7,9,6,8
E:4JKCRG6OPI-00001-00002,E:REXFWK78ON-00014,19,12,Thursday,7,9,7,8
E:AP9UXGBS5M-00001,E:QX1D8XP733,19,10,Tuesday,2,5,1,3
E:AP9UXGBS5M-00002,E:N2B1W9AHAM-00002-00011,20,13,Tuesday,4,7,4,5
E:AP9UXGBS5M-00002,E:N2B1W9AHAM-00002-00021,20,13,Tuesday,4,7,4,5
E:AP9UXGBS5M-00002,E:WO9ZFP8QUR,20,13,Tuesday,4,7,5,7
E:AP9UXGBS5M-00003,E:REXFWK78ON-00014,20,12,Thursday,6,8,7,8
E:AP9UXGBS5M-00004,E:FABIQJKZZD,20,9,Thursday,2,4,0,3
E:AP9UXGBS5M-00004,E:REXFWK78ON-00010,20,10,Thursday,2,4,2,3
E:AP9UXGBS5M-00004,E:T7AXTU3WWY,20,10,Thursday,2,4,0,3
E:CFZOBOE5O1,E:KUD2AHUU2X-00007,20,11,Tuesday,6,9,6,8
E:CUWPO7HRAY,E:N2B1W9AHAM-00002-00030,20,35,Thursday,4,6,5,6
E:ECJYPZLUGS-00001,E:KUD2AHUU2X-00008-00001,20,12,Monday,5,7,4,7
E:FEDTJ1QKYJ,E:WVTC1JMPSX-00007-00003,20,36,Friday,0,2,0,2
E:FEDTJ1QKYJ,E:XM6WRCRFK2,20,36,Friday,0,2,0,2
E:J38K97F7RO-00008,E:PMXXSWJCB8-00002,20,9,Tuesday,8,9,6,9
E:KUD2AHUU2X-00001,E:KUD2AHUU2X-00002,20,10,Friday,2,4,2,4
E:KUD2AHUU2X-00004-00001,E:QZDJ1J8JMJ,20,13,Monday,0,3,0,3
E:KUD2AHUU2X-00007-00001,E:PMXXSWJCB8-00003,20,11,Wednesday,1,3,0,3
E:N2B1W9AHAM-00002-00001,E:WVTC1JMPSX,20,35,Tuesday,3,4,3,5
E:NZ3KUIBV2A-00001,E:WTVK9XJP7J-00001,20,26,Wednesday,7,8,5,8
E:NZ3KUIBV2A-00003,E:WVTC1JMPSX-00005,20,27,Tuesday,5,6,4,6
E:NZ3KUIBV2A-00005,E:WVTC1JMPSX-00006-1,20,35,Monday,2,4,3,6
E:NZ3KUIBV2A-00008,E:WVTC1JMPSX-00004,20,37,Wednesday,7,8,5,8
E:OYCYO3CAYR-00003,E:WTVK9XJP7J-00001,20,26,Wednesday,5,6,5,8
E:OYCYO3CAYR-00003,E:WVTC1JMPSX-00007,20,26,Wednesday,5,6,3,6
E:OYCYO3CAYR-00006,E:WVTC1JMPSX-00002-00001,20,27,Monday,4,5,4,6
E:PMXXSWJCB8-00001-00001,E:WVTC1JMPSX-00002,20,37,Wednesday,3,6,3,5
E:PMXXSWJCB8-00001-00001,E:WVTC1JMPSX-00004,20,37,Wednesday,3,6,5,8
E:REXFWK78ON-00010,E:T7AXTU3WWY,20,10,Thursday,2,3,0,3
E:UC1BYFQC61-00001,E:WVTC1JMPSX,20,26,Tuesday,2,4,3,5
E:UC1BYFQC61-00001,E:WVTC1JMPSX-00004-00001,20,26,Tuesday,2,4,2,5
E:WTVK9XJP7J-00001,E:WVTC1JMPSX-00002-1,20,35,Wednesday,5,8,5,8
E:WTVK9XJP7J-00001,E:WVTC1JMPSX-00007,20,26,Wednesday,5,8,3,6
E:WTVK9XJP7J-00001,E:WVTC1JMPSX-00007-00002,20,35,Wednesday,5,8,3,6
E:WVTC1JMPSX,E:WVTC1JMPSX-00004-00001,20,26,Tuesday,3,5,2,5
E:WVTC1JMPSX-00002,E:WVTC1JMPSX-00007,20,26,Wednesday,3,5,3,6
E:WVTC1JMPSX-00002-00001,E:WVTC1JMPSX-00006-1,20,35,Monday,4,6,3,6
E:WVTC1JMPSX-00002-1,E:WVTC1JMPSX-00007-00002,20,35,Wednesday,5,8,3,6
E:WVTC1JMPSX-00007-00003,E:XM6WRCRFK2,20,36,Friday,0,2,0,2
E:23IW1BJAZP-00001,E:S5T3TRVYKP,12,25,Tuesday,4,6,4,6
E:3YI78189P7-00001,E:PK5D76D2XE-00001,12,11,Tuesday,5,6,4,6
E:592GJ5IV5G-00001-00002,E:WEDOWMS3V8-00003,12,12,Monday,1,3,0,2
E:8EEZHXXHV2,E:S9YJVAYGC9-00002,12,9,Tuesday,1,2,0,3
E:8EEZHXXHV2,E:V56RJ4Q9LJ,12,9,Tuesday,1,2,1,4
E:8GQMGHHIRD-00001,E:K9CV2KJPJH,12,35,Thursday,2,5,3,5
E:8GQMGHHIRD-00001,E:N2B1W9AHAM-00002-00002,12,35,Thursday,2,5,2,3
E:8GQMGHHIRD-00001,E:S5T3TRVYKP-00007,12,26,Thursday,2,5,2,5
E:9YIU3UMDZ4,E:OYCYO3CAYR-00012,12,37,Wednesday,2,5,2,3
E:9YIU3UMDZ4,E:S9YJVAYGC9-00001-00001,12,37,Wednesday,2,5,3,6
E:9YIU3UMDZ4,E:ZC5G8K4B4I-00001,12,37,Wednesday,2,5,2,5
E:B3X259GE1U,E:WEDOWMS3V8-00002,12,13,Tuesday,6,9,4,7
E:H85OFJEFPZ,E:VIN7JLLFSH_1,6,10,Monday,6,8,7,8
E:J38K97F7RO-00007,E:PM4CDF4K1L,12,9,Monday,5,7,3,6
E:J38K97F7RO-00012,E:WAQX8J5MRE,12,13,Monday,3,4,2,5
E:K2E9KDLE8H,E:REXFWK78ON-00009,12,9,Wednesday,4,6,4,5
E:L9GFSBGICA,E:NZ3KUIBV2A-00005,12,35,Monday,2,4,2,4
E:L9GFSBGICA-00002-00001,E:PK5D76D2XE-00001,12,10,Tuesday,5,8,4,6
E:L9GFSBGICA-00002-00002,E:REXFWK78ON-00017,12,14,Monday,2,5,4,5
E:L9GFSBGICA-00002-00002,E:RZA3OV43KM-00003,12,14,Monday,2,5,2,3
E:N2B1W9AHAM-00002-00010,E:ZC5G8K4B4I,12,12,Wednesday,0,2,0,3
E:N2B1W9AHAM-00002-00011,E:WEDOWMS3V8-00002,12,13,Tuesday,4,5,4,7
E:N2B1W9AHAM-00002-00020,E:WEDOWMS3V8-00005,12,12,Thursday,4,5,3,5
E:N2B1W9AHAM-00002-00021,E:WEDOWMS3V8-00002,12,13,Tuesday,4,5,4,7
E:N2B1W9AHAM-00002-00023,E:O2VEYJBJCW,12,36,Tuesday,4,5,4,6
E:N2B1W9AHAM-00002-00027,E:PK5D76D2XE-00001,12,11,Tuesday,5,6,4,6
E:N2B1W9AHAM-00002-00030,E:S5T3TRVYKP-00007-00002,12,35,Thursday,5,6,5,8
E:NZ3KUIBV2A-00002,E:S5T3TRVYKP-00002,12,26,Monday,7,8,7,9
E:NZ3KUIBV2A-00002,E:S5T3TRVYKP-00004-00001,12,26,Monday,7,8,6,9
E:OYCYO3CAYR-00012,E:ZC5G8K4B4I-00001,12,37,Wednesday,2,3,2,5
E:PK5D76D2XE-00003-00001,E:S9YJVAYGC9-00002,12,9,Tuesday,2,4,0,3
E:PK5D76D2XE-00003-00001,E:V56RJ4Q9LJ,12,9,Tuesday,2,4,1,4
E:PK5D76D2XE-00004,E:WEDOWMS3V8-00004,12,13,Thursday,0,2,1,3
E:PK5D76D2XE-00004-00001,E:WAQX8J5MRE,12,13,Monday,4,7,2,5
E:PK5D76D2XE-00007-00001,E:Z6TS9UFZYY,12,11,Wednesday,0,2,1,4
E:R714PPHD19,E:S5T3TRVYKP-00007-00003,12,36,Friday,0,2,0,2
E:R714PPHD19,E:W4JVPAP47Z,12,36,Friday,0,2,0,2
E:REXFWK78ON-00010,E:WEDOWMS3V8-00004,12,10,Thursday,2,3,1,3
E:REXFWK78ON-00012,E:X5MQK7MZQY,13,11,Monday,3,4,2,4
E:RZA3OV43KM-00002,E:WEDOWMS3V8-00003,12,12,Monday,0,1,0,2
E:S5T3TRVYKP-00002,E:S5T3TRVYKP-00004-00001,12,26,Monday,7,9,6,9
E:S5T3TRVYKP-00002-00001,E:S5T3TRVYKP-00007-00001,12,37,Friday,0,2,0,2
E:S5T3TRVYKP-00007-00003,E:W4JVPAP47Z,12,36,Friday,0,2,0,2
E:S9YJVAYGC9-00001-00001,E:ZC5G8K4B4I-00001,12,37,Wednesday,3,6,2,5
E:S9YJVAYGC9-00002,E:V56RJ4Q9LJ,12,9,Tuesday,0,3,1,4
E:WEDOWMS3V8-00003,E:ZBNWARLP8W,12,12,Monday,0,2,0,1
E:52EQS9WO84,E:OQWDY17BCX,22,12,Thursday,1,3,0,2
E:C7Y19POS6N,E:JUKRVMGZKV,10,12,Monday,5,6,5,8
E:DE4V4MRFAR,E:IOOUTGTJ3H,5,11,Thursday,2,5,2,5
E:IOOUTGTJ3H,E:IWBR73EC49,5,9,Thursday,2,5,3,5
E:IOOUTGTJ3H,E:IWBR73EC49-00002,5,9,Thursday,2,5,2,5
E:IWBR73EC49-00003,E:ZLZY8ORTJZ,5,12,Wednesday,0,1,0,2
E:JX2RSLFIBB,E:Z25MXXMNFO,43,26,Thursday,1,4,3,5
E:R9BD6TAQK6,E:UCPI9Q2BQO-00002,3,33,Tuesday,1,3,1,2
E:ABZ9EB71T6,E:EPG7I85TWT,68,8,Monday,0,1,0,1
E:ABZ9EB71T6,E:URLUU5FX3I,10,9,Monday,0,1,0,1
E:EPG7I85TWT,E:URLUU5FX3I,10,9,Monday,0,1,0,1
E:GNOUPHPFVJ,E:QVGYOJGQWI,4,35,Wednesday,1,5,2,5
E:H4ZZXE4FP1,E:VPBT7UA7PZ,1,9,Tuesday,2,5,1,5
E:I6KUCZLGTV,E:U9AO53GDO4,11,32,Tuesday,3,5,3,5
E:OJOHNUJIZ4-00001,E:WBD5OT6I2W,2,11,Tuesday,4,5,4,5
E:OJOHNUJIZ4-00003,E:WBD5OT6I2W-00001,1,32,Thursday,0,1,0,1
E:E1VXV6HOC3,E:HOY654XE6V,68,19,Monday,0,1,0,4
E:E1VXV6HOC3,E:RX4M3LVWW4,33,19,Monday,0,1,0,2
E:E1VXV6HOC3,E:WUQCD6K68H,73,19,Monday,0,1,0,1
E:HOY654XE6V,E:RX4M3LVWW4,33,19,Monday,0,4,0,2
E:HOY654XE6V,E:WUQCD6K68H,68,19,Monday,0,4,0,1
E:RX4M3LVWW4,E:WUQCD6K68H,33,19,Monday,0,2,0,1
E:41GOJAI5LQ,E:9A51U41ZOA,2,16,Monday,6,8,0,8
E:41GOJAI5LQ,E:9A51U41ZOA-00001,2,16,Monday,6,8,0,8
E:41GOJAI5LQ,E:9A51U41ZOA-00002,2,16,Monday,6,8,0,8
E:41GOJAI5LQ,E:XQGM6KEWWT,2,9,Monday,6,8,5,7
E:41GOJAI5LQ-00001,E:MGTOFXV1NO_2,1,29,Thursday,4,6,3,6
E:97ZK7TWWZG,E:DQQMVQ2Z7G,2,11,Tuesday,3,5,3,4
E:9A51U41ZOA,E:9A51U41ZOA-00001,2,14,Monday,0,8,0,8
E:9A51U41ZOA,E:9A51U41ZOA-00002,2,14,Monday,0,8,0,8
E:9A51U41ZOA,E:FV12B7SVE6,2,18,Monday,0,8,0,1
E:9A51U41ZOA,E:JIRMIAF52F,2,14,Monday,0,8,2,4
E:9A51U41ZOA,E:OFR5BJY2RH,2,19,Monday,0,8,0,3
E:9A51U41ZOA,E:XQGM6KEWWT,2,14,Monday,0,8,5,7
E:9A51U41ZOA-00001,E:9A51U41ZOA-00002,2,14,Monday,0,8,0,8
E:9A51U41ZOA-00001,E:FV12B7SVE6,2,18,Monday,0,8,0,1
E:9A51U41ZOA-00001,E:JIRMIAF52F,2,14,Monday,0,8,2,4
E:9A51U41ZOA-00001,E:OFR5BJY2RH,2,19,Monday,0,8,0,3
E:9A51U41ZOA-00001,E:XQGM6KEWWT,2,14,Monday,0,8,5,7
E:9A51U41ZOA-00002,E:FV12B7SVE6,2,18,Monday,0,8,0,1
E:9A51U41ZOA-00002,E:JIRMIAF52F,2,14,Monday,0,8,2,4
E:9A51U41ZOA-00002,E:OFR5BJY2RH,2,19,Monday,0,8,0,3
E:9A51U41ZOA-00002,E:XQGM6KEWWT,2,14,Monday,0,8,5,7
E:9A51U41ZOA-00003,E:9A51U41ZOA-00004,2,32,Monday,0,8,0,8
E:9A51U41ZOA-00003,E:9A51U41ZOA-00005,2,32,Monday,0,8,0,8
E:9A51U41ZOA-00003,E:CMIEJA1B2X,2,35,Monday,0,8,0,2
E:9A51U41ZOA-00003,E:EJYWUPBYSA-00001,2,32,Monday,0,8,1,2
E:9A51U41ZOA-00003,E:FXITSEMVRE,2,33,Monday,0,8,0,2
E:9A51U41ZOA-00003,E:P6H51LKEOD,2,32,Monday,0,8,4,6
E:9A51U41ZOA-00003,E:V4PM7PZRCQ,2,33,Monday,0,8,1,2
E:9A51U41ZOA-00004,E:9A51U41ZOA-00005,2,32,Monday,0,8,0,8
E:9A51U41ZOA-00004,E:CMIEJA1B2X,2,35,Monday,0,8,0,2
E:9A51U41ZOA-00004,E:EJYWUPBYSA-00001,2,32,Monday,0,8,1,2
E:9A51U41ZOA-00004,E:FXITSEMVRE,2,33,Monday,0,8,0,2
E:9A51U41ZOA-00004,E:P6H51LKEOD,2,32,Monday,0,8,4,6
E:9A51U41ZOA-00004,E:V4PM7PZRCQ,2,33,Monday,0,8,1,2
E:9A51U41ZOA-00005,E:CMIEJA1B2X,2,35,Monday,0,8,0,2
E:9A51U41ZOA-00005,E:EJYWUPBYSA-00001,2,32,Monday,0,8,1,2
E:9A51U41ZOA-00005,E:FXITSEMVRE,2,33,Monday,0,8,0,2
E:9A51U41ZOA-00005,E:P6H51LKEOD,2,32,Monday,0,8,4,6
E:9A51U41ZOA-00005,E:V4PM7PZRCQ,2,33,Monday,0,8,1,2
E:9A51U41ZOA-00006,E:JWJ5DW16ZM,1,32,Tuesday,2,4,3,4
E:CMIEJA1B2X,E:EJYWUPBYSA-00001,2,35,Monday,0,2,1,2
E:EJYWUPBYSA-00001,E:FXITSEMVRE,2,33,Monday,1,2,0,2
E:EJYWUPBYSA-00001,E:GG2AMRKSQA,2,28,Monday,1,2,0,2
E:EJYWUPBYSA-00001,E:V4PM7PZRCQ,2,33,Monday,1,2,1,2
E:FXITSEMVRE,E:V4PM7PZRCQ,2,33,Monday,0,2,1,2
E:GYYQQE2J1V-00001,E:KBV2J8X9GP_3,1,19,Wednesday,8,9,3,9
E:JGP4WQB43G,E:XQGM6KEWWT,2,13,Monday,4,6,5,7
E:9JNJUDCDMB,E:BGKSZU9RM7-00001,2,12,Wednesday,8,9,8,9
E:MRH4NAZH7E,E:P6DD13ITS5,3,9,Tuesday,5,6,5,6
E:2YAMIAVLNS,E:QNV56NGXRY,1,9,Tuesday,5,6,4,6
E:F49YXF5JAQ,E:ROZ2GCALPN,11,14,Tuesday,1,3,2,3
E:4OWTQODQOH-00001_1,E:4OWTQODQOH_1,4,27,Monday,0,8,0,8
E:A64BA6A4ON,E:ELWFSDR4LW-00001_1,3,35,Wednesday,1,9,0,8
E:LQGCUQSYSW,E:LQGCUQSYSW-00001,11,9,Monday,0,1,0,1
E:LQGCUQSYSW-00002,E:LQGCUQSYSW-00003,11,13,Monday,0,1,0,1
E:1VPOTBKQAK,E:BVB6RTKPJF,4,32,Thursday,4,8,2,5
E:9L4CLCERH6,E:S87GC5RBQW_2,8,32,Monday,1,9,0,2
E:GC2P8ZR2SN,E:J9OXY18Z7Q,9,19,Tuesday,3,5,0,6
E:7BEKGRHJQR,E:ROT3A6BJLS,24,32,Monday,0,1,0,2
E:7BEKGRHJQR,E:ROT3A6BJLS-00001,24,32,Monday,0,1,0,2
E:7BEKGRHJQR,E:ROT3A6BJLS-00002,24,32,Monday,0,1,0,2
E:7BEKGRHJQR,E:WJLWQL5VCD,24,32,Monday,0,1,0,1
E:ROT3A6BJLS,E:ROT3A6BJLS-00001,24,32,Monday,0,2,0,2
E:ROT3A6BJLS,E:ROT3A6BJLS-00002,24,32,Monday,0,2,0,2
E:ROT3A6BJLS,E:WJLWQL5VCD,24,32,Monday,0,2,0,1
E:ROT3A6BJLS-00001,E:ROT3A6BJLS-00002,24,32,Monday,0,2,0,2
E:ROT3A6BJLS-00001,E:WJLWQL5VCD,24,32,Monday,0,2,0,1
E:ROT3A6BJLS-00002,E:WJLWQL5VCD,24,32,Monday,0,2,0,1
E:5KZVHC416O-00004,E:SRVZRUJT2H,1,10,Monday,4,6,3,5
E:7TJ6KQZV8M,E:JCAPNEMUC4,18,33,Monday,4,8,3,5
E:BJ7ZSBEAK9,E:DGIEHX65HR,5,11,Friday,2,6,2,6
E:JCAPNEMUC4,E:KKRV87WMI3-00001,18,33,Monday,3,5,3,5
E:JCAPNEMUC4-00008,E:KKRV87WMI3-00006,18,27,Friday,2,4,2,4
E:1GMM9CLJSI-00001_1,E:82GTIU2KLH-00001,1,35,Thursday,4,7,1,5
E:1GMM9CLJSI-00001_1,E:8JU54IPO78-00001,1,35,Thursday,4,7,4,8
E:1GMM9CLJSI_2,E:89KZDKRDHK,8,6,Thursday,4,7,5,8
E:1GMM9CLJSI_2,E:C16HU79D3S-00004,2,9,Thursday,4,7,5,7
E:1GMM9CLJSI_2,E:NVCLPZ3X8B,2,9,Thursday,4,7,2,5
E:1GMM9CLJSI_2,E:NVCLPZ3X8B-00001,2,11,Thursday,4,7,6,8
E:1GMM9CLJSI_2,E:T98TALBEKJ,2,12,Thursday,4,7,5,7
E:82GTIU2KLH-00001,E:C16HU79D3S-00001,1,35,Thursday,1,5,0,2
E:89KZDKRDHK,E:C16HU79D3S-00004,14,9,Thursday,5,8,5,7
E:89KZDKRDHK,E:NVCLPZ3X8B-00001,14,11,Thursday,5,8,6,8
E:89KZDKRDHK,E:T98TALBEKJ,14,12,Thursday,5,8,5,7
E:C16HU79D3S-00004,E:NVCLPZ3X8B-00001,14,11,Thursday,5,7,6,8
E:4HZSDEVXES,E:4HZSDEVXES-00003,12,27,Friday,1,9,1,9
E:4HZSDEVXES-00002,E:4HZSDEVXES-00004,12,27,Wednesday,1,9,0,8
E:31YXIOF3XT,E:BHRXV1M23Z,9,18,Tuesday,0,1,0,1
E:3X4FY42OA7,E:6II48E5MER-00001,118,9,Friday,2,3,2,3
E:3X4FY42OA7,E:AY7IEA35OJ,123,18,Friday,2,3,2,3
E:54M3HFHSDU,E:54M3HFHSDU-00001,139,32,Monday,5,6,5,6
E:6II48E5MER-00001,E:AY7IEA35OJ,116,18,Friday,2,3,2,3
E:8TLCXOPEJ3,E:K8I71XD7WV,8,19,Tuesday,7,8,7,8
E:BHRXV1M23Z,E:XPQ53Q7UFN,9,19,Tuesday,0,1,0,1
E:O5SDY7W5R6,E:OENCD2PIVQ,4,32,Friday,2,3,2,3
E:1FEOJI88MI,E:OUC5B3CWED,41,16,Wednesday,6,7,6,8
E:1R61MSUS6Y,E:TC4BEBOZRG,86,12,Tuesday,7,8,7,8
E:297I6F7W41,E:AKWY47WMCM,171,14,Thursday,0,1,0,1
E:2JEZR8ONRE,E:IDXYOUGGSN,171,16,Tuesday,5,6,5,6
E:2QZYELS3VM,E:AOB6AZNKQE,41,31,Tuesday,0,1,0,2
E:2QZYELS3VM,E:F7SYIMWXLQ,171,31,Tuesday,0,1,0,1
E:2WA7FBWGUH,E:ZKI329IG8F,171,15,Thursday,3,4,3,4
E:3GTMWJ2QZ3,E:6ZL2VHDYPJ_2,13,31,Monday,0,2,0,2
E:3GTMWJ2QZ3,E:8T163689EI,20,31,Monday,0,2,0,1
E:3GTMWJ2QZ3,E:D2F97ZX1JU,20,31,Monday,0,2,0,1
E:3GTMWJ2QZ3,E:E3Z9TWN2IT_1,9,31,Monday,0,2,0,2
E:3GTMWJ2QZ3,E:PRGLXJ3LA5,20,31,Monday,0,2,0,2
E:3GTMWJ2QZ3,E:Q5YXKKMTZD_6,5,31,Monday,0,2,1,2
E:3QC236LTKM,E:DANTSGXQLU,171,30,Monday,3,4,3,4
E:3QG2XGU7UU,E:IZXKLNS3L6,171,33,Monday,0,2,0,2
E:3QG2XGU7UU,E:JEQZ52NW46,171,33,Monday,0,2,0,1
E:3QG2XGU7UU,E:Q8DQPJSZF6,171,33,Monday,0,2,0,2
E:3QG2XGU7UU,E:URXTSZNE9R,41,33,Monday,0,2,0,2
E:476UBNXBW7,E:JLBMQO93NO,171,14,Monday,0,1,0,1
E:476UBNXBW7,E:RYZ1EXOHKP,171,14,Monday,0,1,0,1
E:47XVUSKBEY,E:S4S3CX5DQX,171,14,Thursday,3,4,3,4
E:4DEVL4EU59,E:A2SCMZRVYK_2,21,15,Tuesday,3,4,3,5
E:4DEVL4EU59,E:BWIWKTNS71,20,15,Tuesday,3,4,3,5
E:4EQA7UBPCO,E:8X2Q6TGIWW,171,13,Wednesday,6,7,6,7
E:4KY1PV4OW1,E:BA9KBXUMSV,171,34,Monday,0,3,0,3
E:4KY1PV4OW1,E:BUIIEAK7SI_1,68,34,Monday,0,3,0,8
E:4KY1PV4OW1,E:DVKGP1GBPO_1,48,34,Monday,0,3,1,9
E:4KY1PV4OW1,E:LJXWZR5Z2K,171,34,Monday,0,3,0,3
E:4KY1PV4OW1,E:XHTVP3ODG1_3,58,34,Monday,0,3,0,8
E:58CDU44WYB,E:SICRTNXQXI,171,11,Tuesday,7,8,7,8
E:5AXJ9PX8CN,E:ELTHZ9IS1N,171,19,Wednesday,8,9,7,9
E:5MP5MMM7IZ,E:ZO9QCTGVP5,16,10,Monday,0,2,1,4
E:5P31BMP69J,E:K3Z93SX17K,171,9,Thursday,3,4,3,4
E:5RD8R7EIW6,E:JH7PZBC2BO,171,17,Thursday,7,8,7,8
E:62V128ZBYU,E:WEZCOSDI2S,171,29,Monday,3,4,3,4
E:6MFLSY3RVP,E:G1RWLBHZAR,171,11,Monday,3,4,3,4
E:6MFLSY3RVP,E:O3EIQGVTUL,171,11,Monday,3,4,3,4
E:6SFJJ2JU67,E:GHFX85ZG2L,171,28,Monday,8,9,8,9
E:6SFJJ2JU67,E:SU3ITRQKG4,171,28,Monday,8,9,8,9
E:6ZL2VHDYPJ_2,E:8T163689EI,25,31,Monday,0,2,0,1
E:6ZL2VHDYPJ_2,E:D2F97ZX1JU,25,31,Monday,0,2,0,1
E:6ZL2VHDYPJ_2,E:E3Z9TWN2IT_1,5,31,Monday,0,2,0,2
E:6ZL2VHDYPJ_2,E:PRGLXJ3LA5,13,31,Monday,0,2,0,2
E:6ZL2VHDYPJ_2,E:Q5YXKKMTZD_6,5,31,Monday,0,2,1,2
E:76I3D9437N,E:88M313UR7H,41,29,Wednesday,1,3,1,3
E:76I3D9437N,E:E1C4F2U89X,171,29,Wednesday,1,3,1,2
E:76I3D9437N,E:M7W7USUHTH,171,29,Wednesday,1,3,1,2
E:7QIJH71EFO,E:LQFIVWV1XU,171,33,Monday,7,8,7,8
E:88M313UR7H,E:E1C4F2U89X,41,29,Wednesday,1,3,1,2
E:88M313UR7H,E:M7W7USUHTH,41,29,Wednesday,1,3,1,2
E:8QFJMIZFDR,E:KM6ZG5O3UH,171,13,Monday,6,7,6,7
E:8SOS34U2EQ,E:DNVZ419TUO,171,9,Monday,0,1,0,1
E:8SOS34U2EQ,E:UME4FPHOOK,20,9,Monday,0,1,0,2
E:8T163689EI,E:D2F97ZX1JU,171,31,Monday,0,1,0,1
E:8T163689EI,E:E3Z9TWN2IT_1,9,31,Monday,0,1,0,2
E:8T163689EI,E:PRGLXJ3LA5,42,31,Monday,0,1,0,2
E:99XNC59CO1,E:ZITVL2BTFE,171,28,Monday,6,7,6,7
E:9H6QJNES41,E:HQ7R7EGCQB,171,18,Thursday,8,9,8,9
E:9H6QJNES41,E:O2EONPE6MM,171,18,Thursday,8,9,8,9
E:9KARLS3STY,E:Z427Q3434J,171,29,Thursday,7,8,7,8
E:9QYINO3MSH,E:T3FA5J6C8L,20,19,Monday,0,2,0,1
E:A2SCMZRVYK_2,E:BWIWKTNS71,11,15,Tuesday,3,5,3,5
E:AFTSJNGTUM,E:H51Y42ZH5K,84,18,Wednesday,8,9,8,9
E:ALRT278PRF,E:HP8NDRXG1L,171,19,Tuesday,6,7,6,7
E:AOB6AZNKQE,E:F7SYIMWXLQ,41,31,Tuesday,0,2,0,1
